smartphoneName,smartphonePrice,smartphoneLink,smartphoneImg,smartphoneBrand,smartphonePage
"Samsung Galaxy S23 6.1"" FHD+ Dynamic Amoled 2X 5G / 8 GO / 256 GO / Noir / Garantie 1an","3,299.00 TND",/samsung-galaxy-s23-6.1-fhd-dynamic-amoled-2x-5g-8-go-256-go-noir-garantie-1an-727536.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/5727/1.jpg?2927,Samsung,5
"XIAOMI Redmi 12C - 6.71""- 4Go - 128Go - Purple - Garantie 1 an",579.00 TND,/xiaomi-redmi-12c-6.71-4go-128go-purple-garantie-1-an-734659.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/6437/1.jpg?6546,XIAOMI,5
"Samsung A73 - 6.7""- 8GO - 128GO- 108MP - Gray - Garantie 1an","2,299.00 TND",/a73-6.7-8go-128go-108mp-gray-garantie-1an-samsung-mpg32943.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/9585/2.jpg?3813,Samsung,5
"Oppo A77s - 6.56"" - 8GB -128GB - Sunset Orange - 1 an Garantie",999.00 TND,/oppo-a77s-6.56-8gb-128gb-sunset-orange-1-an-garantie-709084.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/0907/1.jpg?2897,Oppo,5
"Samsung Galaxy A04 6,5"" 3- 32 Go - COPPER - Garantie 1 an",499.99 TND,/samsung-galaxy-a04-65-3-32-go-copper-garantie-1-an-697025.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/0796/1.jpg?1046,Samsung,5
"iPlus Nu 65- 6.6"" - 2 Go - 64Go - Noir - Garantie 1 an",319.00 TND,/iplus-nu-65-6.6-2-go-64go-noir-garantie-1-an-730149.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/1037/1.jpg?8228,iPlus,5
"Oppo Reno 8T 4G - 6.4"" - Amoled FHD+ 90hz - 8 GO - 256 GO - Noir - Garantie 1an","1,299.00 TND",/oppo-reno-8t-4g-6.4-amoled-fhd-90hz-8-go-256-go-noir-garantie-1an-725040.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/0527/1.jpg?5228,Oppo,5
"Oppo Reno 8T 5G - 6.7"" - 8G - 256GB - Gold","1,799.00 TND",/oppo-reno-8t-5g-6.7-8g-256gb-gold-723750.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/7327/1.jpg?8743,Oppo,5
Tecno Spark 5 Air - Ecran 7 pouce - 2gb - 64gb - 5000mAh - Bleu - Garantie 1An,349.00 TND,/tecno-spark-5-air-ecran-7-pouce-2gb-64gb-5000mah-bleu-garantie-1an-703386.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/3307/1.jpg?5808,Tecno,5
"Apple iPhone 14 Pro - 6,1"" - 512 GB - Deep Purple  - Garantie 12 mois","8,808.24 TND",/apple-iphone-14-pro-61-512-gb-deep-purple-garantie-12-mois-692665.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/6296/1.jpg?8371,Apple,5
"Samsung Galaxy A04e 6.5"" HD + 7Gb Ram(3+4) + 64gb - Gold- Garantie 1 an",499.00 TND,/samsung-galaxy-a04e-6.5-hd-7gb-ram34-64gb-gold-garantie-1-an-728861.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8827/1.jpg?7988,Samsung,5
"Apple iPhone 14 Pro - 6,1"" -  6G - 128 GB - gold  - Garantie 1AN","6,490.00 TND",/apple-iphone-14-pro-61-6g-128-gb-gold-garantie-1an-739327.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/3937/1.jpg?5968,Apple,5
Apple IPhone 12 - 4G RAM - 128 GB ROM - Blanc - Garantie 1 an,"2,999.00 TND",/apple-iphone-12-4g-ram-128-gb-rom-blanc-garantie-1-an-734630.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/6437/1.jpg?0789,Apple,5
"Samsung Galaxy A04S - 6.5"" - 4Go - 64Go - Copper - Garantie 1 an",570.00 TND,/samsung-galaxy-a04s-6.5-4go-64go-copper-garantie-1-an-739910.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/9937/1.jpg?7507,Samsung,5
"Oukitel WP20 -Etanche+Robuste -5.93"" -4 Go-32 Go +Cadeau Kit+Glass- Noir+Vert - Garantie 1 An",549.99 TND,/oukitel-wp20-etancherobuste-5.93-4-go-32-go-cadeau-kitglass-noirvert-garantie-1-an-667948.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/9766/1.jpg?6954,Oukitel,5
"Infinix Hot 20 - 6,82"" - 4Go -128Go - Legend white - Garantie 1 an",599.00 TND,/infinix-hot-20-682-4go-128go-legend-white-garantie-1-an-689711.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/7986/1.jpg?1565,Infinix,5
"Samsung Galaxy A04E 6,5"" 3- 32 Go - Bleu - Garantie 1 an",459.00 TND,/samsung-galaxy-a04e-65-3-32-go-bleu-garantie-1-an-724859.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/8427/1.jpg?7589,Samsung,5
"Samsung Galaxy A13 - 6.5"" - 4 Go - 128 Go + Anticasse - Peach - Garantie 1 an",889.00 TND,/samsung-galaxy-a13-6.5-4-go-128-go-anticasse-peach-garantie-1-an-689598.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/5986/1.jpg?9098,Samsung,5
"Samsung Galaxy A14 6.6"" LCD 90Hz 4G 4GO 64GO - Noir - Garantie 1an",699.00 TND,/samsung-galaxy-a14-6.6-lcd-90hz-4g-4go-64go-noir-garantie-1an-728097.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/0827/1.jpg?4855,Samsung,5
"Organisateurs élastiques noirs, pour organiser des gadgets",22.00 TND,/sans-marque-organisateurs-elastiques-noirs-pour-organiser-des-gadgets-269089.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/0962/1.jpg?8546,Sans Marque,5
"Infinix Hot 20i - 6,6"" HD IPS - 4GO (Up to 7GB RAM) - 64GO -  Wilderness Black - Garantie 1 an",489.99 TND,/infinix-hot-20i-66-hd-ips-4go-up-to-7gb-ram-64go-wilderness-black-garantie-1-an-697032.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/0796/1.jpg?1046,Infinix,5
"Huawei Nova Y90 - 6.7"" - 8Go - 128Go + 128gb Carte Mémoire  - Blue - Garantie 1an","1,099.00 TND",/huawei-nova-y90-6.7-8go-128go-128gb-carte-memoire-blue-garantie-1an-738683.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/6837/1.jpg?4896,Huawei,5
"Samsung Galaxy A03 Core - 6.5"" - 2Go -32Go - Bleu - Garantie 1an",449.00 TND,/galaxy-a03-core-6.5-2go-32go-bleu-garantie-1an-samsung-mpg26340.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/1125/1.jpg?6147,Samsung,5
Oppo A77  4Gb / 128gb - 33W charge - Blue- Garantie 1An,779.00 TND,/oppo-a77-4gb-128gb-33w-charge-blue-garantie-1an-730566.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/5037/1.jpg?0951,Oppo,5
"XIAOMI Redmi Note 12 Amoled 6,67″(6Go, 128Go)- 50MP/8 MP- Grey-Garantie 1 an",829.00 TND,/xiaomi-redmi-note-12-amoled-6676go-128go-50mp8-mp-grey-garantie-1-an-739276.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/2937/1.jpg?6970,XIAOMI,5
"Apple iPhone 14 Pro - 6,1"" - 128 GB - Space Black   - Garantie 12 mois","6,987.40 TND",/apple-iphone-14-pro-61-128-gb-space-black-garantie-12-mois-692986.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/9296/1.jpg?3516,Apple,5
Apple iPhone 14 Pro Max- 6 GO - 512 GO - NOIR  Garantie 12 mois,"8,289.00 TND",/apple-iphone-14-pro-max-6-go-512-go-noir-garantie-12-mois-739234.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/2937/1.jpg?5232,Apple,5
"XIAOMI Poco M4 Pro 8 - 6.43"" - 8 Go - 256 Go - Jaune - Garantie 1 an","1,229.00 TND",/poco-m4-pro-8-6.43-8-go-256-go-jaune-garantie-1-an-xiaomi-mpg32715.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/8606/1.jpg?5288,XIAOMI,5
"Oukitel WP20 - Etanche + Robuste - 5.93"" -4 Go-32 Go -6300 Mah + Cadeau Kit+Glass - Noir+Orange- Garantie 1 An",549.99 TND,/oukitel-wp20-etanche-robuste-5.93-4-go-32-go-6300-mah-cadeau-kitglass-noirorange-garantie-1-an-662015.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/0266/1.jpg?5522,Oukitel,5
"Iku A12 - 6.5"" - 4 Go - 64 Go - Marron- Garantie 1 an",388.99 TND,/iku-a12-6.5-4-go-64-go-marron-garantie-1-an-733750.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/7337/1.jpg?0907,Iku,5
"Samsung A14 - 6.6"" - 4 Go - 128 GB - Black - 1an garantie",849.00 TND,/samsung-a14-6.6-4-go-128-gb-black-1an-garantie-727819.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/8727/1.jpg?6389,Samsung,5
"Samsung Galaxy A14 6.6"" LCD 90Hz 4G 4GO 64GO - Green - Garantie 1an",669.00 TND,/samsung-galaxy-a14-6.6-lcd-90hz-4g-4go-64go-green-garantie-1an-728131.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/1827/1.jpg?4857,Samsung,6
"Infinix SMART 6 PLUS - 6,82"" - 4G/DS - 2/64 GB - X6823 - Tranquil Sea Blue",428.00 TND,/infinix-smart-6-plus-682-4gds-264-gb-x6823-tranquil-sea-blue-703041.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/0307/1.jpg?8126,Infinix,6
"Infinix Hot 20 - 6.82"" - 4GB - 128GB - Legend white - 1an Garantie",649.00 TND,/infinix-hot-20-6.82-4gb-128gb-legend-white-1an-garantie-709938.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/9907/1.jpg?3625,Infinix,6
"Oppo A77S - 6.56"" Snapdragon 680 - 8Go -128Go - Orange - Garantie 1an",959.90 TND,/oppo-a77s-6.56-snapdragon-680-8go-128go-orange-garantie-1an-700043.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/0007/1.jpg?3966,Oppo,6
"Oppo A17 -  6.56"" - 4 Go - 64 Gb  - Midnight Black - 5000 mAh - Garantie 1 An",599.00 TND,/oppo-a17-6.56-4-go-64-gb-midnight-black-5000-mah-garantie-1-an-685105.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/1586/1.jpg?2092,Oppo,6
"Samsung Galaxy A03 - 6.5"" - 3 Go - 32Go - Bleu - Garantie 1 an",455.00 TND,/galaxy-a03-6.5-3-go-32go-bleu-garantie-1-an-samsung-mpg30957.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/4216/1.jpg?7225,Samsung,6
Samsung Galaxy A04e 3 -32 - Copper- Garantie 1 an,459.00 TND,/samsung-galaxy-a04e-3-32-copper-garantie-1-an-724860.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/8427/1.jpg?7588,Samsung,6
Evertek Pokito - Black Blue - Double SIM,55.00 TND,/evertek-pokito-black-blue-double-sim-727147.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/1727/1.jpg?4089,Evertek,6
"Infinix Hot 20 - 6.82"" - 4GB - 128GB - Luna Bleu - 1an Garantie",589.00 TND,/infinix-hot-20-6.82-4gb-128gb-luna-bleu-1an-garantie-721497.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/4127/1.jpg?0170,Infinix,6
iPlus Smartphone P1- 4G -2Go -16Go -Gold - Garantie 1an,279.00 TND,/iplus-smartphone-p1-4g-2go-16go-gold-garantie-1an-611869.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/8116/1.jpg?0950,iPlus,6
XIAOMI Redmi A1+ - 2Go RAM - 32Go ROM - Light Blue - Garantie 1 an,348.00 TND,/xiaomi-redmi-a1-2go-ram-32go-rom-light-blue-garantie-1-an-696024.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/0696/1.jpg?0488,XIAOMI,6
Tecno Spark 5 Air - Ecran 7 pouce - 2gb - 64gb - 5000mAh - Garantie 1An,349.00 TND,/tecno-spark-5-air-ecran-7-pouce-2gb-64gb-5000mah-garantie-1an-698290.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/2896/1.jpg?7788,Tecno,6
"XIAOMI Note 12 - 4G -6.67""- 6Go-128Go-Blue- Garantie 1an",779.00 TND,/xiaomi-note-12-4g-6.67-6go-128go-blue-garantie-1an-739080.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/0937/1.jpg?1933,XIAOMI,6
XIAOMI Smartphone Redmi Note 11 - 4 GO - 128 GO - Bleu Twilight,799.00 TND,/xiaomi-smartphone-redmi-note-11-4-go-128-go-bleu-twilight-733159.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/1337/1.jpg?0229,XIAOMI,6
"Samsung A73 - 6.7""- 8GO - 128GO- 108MP - Mint - Garantie 1an","2,299.00 TND",/a73-6.7-8go-128go-108mp-mint-garantie-1an-samsung-mpg32944.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/9585/2.jpg?4336,Samsung,6
Infinix X665E HOT 20I - 4G/DS - 4GB + 128 GB - Energy Green,499.00 TND,/infinix-x665e-hot-20i-4gds-4gb-128-gb-energy-green-740206.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/2047/1.jpg?7626,Infinix,6
"Infinix SMART 6 HD - 6.6""  - 4G/DS - 2/32 GB - X6512 - ORIGIN Blue",368.00 TND,/infinix-smart-6-hd-6.6-4gds-232-gb-x6512-origin-blue-703038.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/0307/1.jpg?7826,Infinix,6
"XIAOMI Redmi Note 12s - 6,43"" 90hz- 8 Go -256 Go -Onyx Black- Garantie 1 an","1,019.00 TND",/xiaomi-redmi-note-12s-643-90hz-8-go-256-go-onyx-black-garantie-1-an-743265.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/2347/1.jpg?3550,XIAOMI,6
Afficheur  - Pour Iphone X - Noir,119.00 TND,/sans-marque-afficheur-pour-iphone-x-noir-201908.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/9102/1.jpg?5364,Sans Marque,6
"XIAOMI Redmi Note 12 - 6,67"" Amoled 120hz - 6 Go -128 Go - Ice Blue - Garantie 1 an",799.00 TND,/xiaomi-redmi-note-12-667-amoled-120hz-6-go-128-go-ice-blue-garantie-1-an-739566.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/5937/1.jpg?6576,XIAOMI,6
Logicom TÉLÉPHONE PORTABLE - LOGICOM - LE POSH XL - NOIR,129.00 TND,/logicom-telephone-portable-logicom-le-posh-xl-noir-717334.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/3717/1.jpg?3290,Logicom,6
"Tecno Spark Go 2023 -6.56""- 4Gb - 64Go + C Mémoire 64gb - Bleu- Garantie 1an",399.00 TND,/tecno-spark-go-2023-6.56-4gb-64go-c-memoire-64gb-bleu-garantie-1an-738684.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/6837/1.jpg?4896,Tecno,6
Evertek Pokito - Double SIM - Black red,55.00 TND,/evertek-pokito-double-sim-black-red-727144.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/1727/1.jpg?4089,Evertek,6
"Smart M30 - 6.3""- 2Go-32Go - vert- Garantie 1 an",292.90 TND,/smart-m30-6.3-2go-32go-vert-garantie-1-an-743732.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/7347/1.jpg?9027,Smart,6
"Infinix Hot 12 - 6.82"" - 4 Go - 64 Go - Lucky Green - Garantie 1 an + Cover Special Edition Free Fire",598.00 TND,/hot-12-6.82-4-go-64-go-lucky-green-garantie-1-an-cover-special-edition-free-fire-infinix-mpg31669.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/4985/1.jpg?4011,Infinix,6
"XIAOMI Redmi A1+ - 6.52"" - 2 Go - 32 Go + Anticasse - Bleu- Garantie 1 an",379.00 TND,/xiaomi-redmi-a1-6.52-2-go-32-go-anticasse-bleu-garantie-1-an-677650.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/6776/1.jpg?8347,XIAOMI,6
Tecno Spark 8 4-64Gb - Turquoise Cyan- Garantie 1 an,489.00 TND,/tecno-spark-8-4-64gb-turquoise-cyan-garantie-1-an-699415.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/4996/1.jpg?5848,Tecno,6
XIAOMI Smartphone Redmi Note 11 - 6 GO - 128 GO - Gris Graphite,839.00 TND,/xiaomi-smartphone-redmi-note-11-6-go-128-go-gris-graphite-733158.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/1337/1.jpg?0229,XIAOMI,6
"Oppo A17k 6.56"" 3 - 64 Gb Bleu -5000 mAh - Garantie 1 An",474.90 TND,/oppo-a17k-6.56-3-64-gb-bleu-5000-mah-garantie-1-an-703306.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/3307/1.jpg?1666,Oppo,6
Tecno Spark 8 4-64Gb - Turquoise Cyan- Garantie 1 an,483.90 TND,/tecno-spark-8-4-64gb-turquoise-cyan-garantie-1-an-696023.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/0696/1.jpg?0488,Tecno,6
Huawei NOVA Y61 - 4Go - 64Go - Noir - Garantie - Big Battery - Super Charge,699.00 TND,/huawei-nova-y61-4go-64go-noir-garantie-big-battery-super-charge-709130.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/1907/1.jpg?2903,Huawei,6
Oukitel WP20 Etanche + Robuste + 6300 mAh 4Go/32Go- Cadeau KIT - NOIR+ORANGE - Garantie 1 an,549.99 TND,/oukitel-wp20-etanche-robuste-6300-mah-4go32go-cadeau-kit-noirorange-garantie-1-an-662371.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/3266/1.jpg?3159,Oukitel,6
"Iku A7 - 6"" - 2 Go - 16 Go - Gold - Garantie 1 an",279.00 TND,/iku-a7-6-2-go-16-go-gold-garantie-1-an-614383.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/3416/1.jpg?3400,Iku,6
Itel a18  3G+-Dual SIM -5MP -32GB -1GB RAM -blue-Garantie1 an,199.00 TND,/itel-a18-3g-dual-sim-5mp-32gb-1gb-ram-blue-garantie1-an-741049.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/0147/1.jpg?4067,Itel,6
"Huawei Nova 10 SE 6.67"" Full HD+ OLED 90Hz 8GO 256GO - Silver - Garantie 1 an","1,499.00 TND",/huawei-nova-10-se-6.67-full-hd-oled-90hz-8go-256go-silver-garantie-1-an-739570.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/5937/1.jpg?6692,Huawei,6
"Samsung Tablette - Galaxy TAB A7 LITE 8.7"" - 3 Go - 32 Go - Gray - Garantie 1 An",699.00 TND,/samsung-tablette-galaxy-tab-a7-lite-8.7-3-go-32-go-gray-garantie-1-an-515080.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/0515/1.jpg?6573,Samsung,6
Samsung Galaxy  A04 - 4Go- 64Go - Blanc - Garantie 1an,499.00 TND,/samsung-galaxy-a04-4go-64go-blanc-garantie-1an-694741.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/7496/1.jpg?8927,Samsung,6
"Samsung Galaxy A24 6.5"" Amoled 90Hz 6GO 128GO - Noir - Garantie 1an","1,069.00 TND",/samsung-galaxy-a24-6.5-amoled-90hz-6go-128go-noir-garantie-1an-744958.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/9447/1.jpg?8008,Samsung,6
"Vivo Y02 - 6.51"" - 2 Go - 32 Go - Orchid Blue - Garantie 1 an",389.00 TND,/vivo-y02-6.51-2-go-32-go-orchid-blue-garantie-1-an-727293.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/2727/1.jpg?7209,Vivo,6
Huawei Smartphone Nova Y61 4Go / 64Go,799.00 TND,/huawei-smartphone-nova-y61-4go-64go-743530.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/5347/1.jpg?9947,Huawei,6
Oppo Reno 8T 4G - 8Go-256Go- Noir - Garantie 1 an,"1,350.00 TND",/oppo-reno-8t-4g-8go-256go-noir-garantie-1-an-724824.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/8427/1.jpg?6667,Oppo,7
Oppo Reno 8T 4G - 8Go-256Go- Cuir Orange - Garantie 1 an,"1,349.00 TND",/oppo-reno-8t-4g-8go-256go-cuir-orange-garantie-1-an-724823.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/8427/1.jpg?6667,Oppo,7
"XIAOMI Note 11 Pro - 6,67"" - 108 mégapixel -8Go-128Go- STAR BLUE -Garantie 1 an","1,399.00 TND",/xiaomi-note-11-pro-667-108-megapixel-8go-128go-star-blue-garantie-1-an-565338.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/3565/1.jpg?3508,XIAOMI,7
"OnePlus Nord 2 5G - 6.43"" - 8 Go - 128 Go - Blue Haze - Garantie 1 an","1,799.00 TND",/nord-2-5g-6.43-8-go-128-go-blue-haze-garantie-1-an-oneplus-mpg28812.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/9045/1.jpg?4307,OnePlus,7
"Iku A11 - 6.5"" - 2 Go - 32 Go - Rouge - Garantie 1 an",329.00 TND,/iku-a11-6.5-2-go-32-go-rouge-garantie-1-an-663401.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/4366/1.jpg?2267,Iku,7
"One Plus Nord CE 5G - 6.43"" - 12Go - 256 Go - Charcoal Ink - Garantie 1 an","1,499.00 TND",/one-plus-nord-ce-5g-6.43-12go-256-go-charcoal-ink-garantie-1-an-699464.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/4996/1.jpg?4746,One Plus,7
"Samsung Galaxy A13 - 6.5"" - 4 Go - 128 Go - Black  - Garantie 1 an",839.99 TND,/samsung-galaxy-a13-6.5-4-go-128-go-black-garantie-1-an-632188.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/1236/1.jpg?2905,Samsung,7
Oppo A77  4Gb / 128gb - 33W charge - Black- Garantie 1An,778.00 TND,/oppo-a77-4gb-128gb-33w-charge-black-garantie-1an-730565.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/5037/1.jpg?0951,Oppo,7
"Oppo A17 - 6.56"" - 4Go - 64 Gb - Lake Bleu - 5000 mAh - Garantie 1 An",599.00 TND,/oppo-a17-6.56-4go-64-gb-lake-bleu-5000-mah-garantie-1-an-685089.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/0586/1.jpg?2049,Oppo,7
Oukitel WP20 Etanche + Robuste + 6300 mAh 4Go/32Go- Cadeau KIT - NOIR - Garantie 1 an,549.99 TND,/oukitel-wp20-etanche-robuste-6300-mah-4go32go-cadeau-kit-noir-garantie-1-an-662369.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/3266/1.jpg?3173,Oukitel,7
"Samsung Galaxy A04 - 6.5"" - 4 GB - 64 GB - Blanc -1An Garantie",669.00 TND,/samsung-galaxy-a04-6.5-4-gb-64-gb-blanc-1an-garantie-708813.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/8807/1.jpg?6908,Samsung,7
"XIAOMI Redmi 12C - 6.71""- 4Go - 128Go - 5000 mAh - Mint Green - Garantie 1 an",579.90 TND,/xiaomi-redmi-12c-6.71-4go-128go-5000-mah-mint-green-garantie-1-an-727533.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/5727/1.jpg?2927,XIAOMI,7
"Samsung A53 5G - 6.5"" - 8Go - 256Go - Black  - Garantie 1 an","2,199.00 TND",/samsung-a53-5g-6.5-8go-256go-black-garantie-1-an-568224.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/2865/1.jpg?7573,Samsung,7
"Oukitel WP20 - Etanche + Robuste - 5.93"" -4 Go-32 Go -6300 Mah  + Buds 3Lite - Noir+Orange- Garantie 1 An",599.99 TND,/oukitel-wp20-etanche-robuste-5.93-4-go-32-go-6300-mah-buds-3lite-noirorange-garantie-1-an-711785.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/7117/1.jpg?4251,Oukitel,7
Infinix X665E HOT 20I - 4G/DS - 4GB + 128 GB - Sunset Gold,499.00 TND,/infinix-x665e-hot-20i-4gds-4gb-128-gb-sunset-gold-740207.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/2047/1.jpg?7625,Infinix,7
"Iku A23 - 6.1""- 4G - 2 Go - 32 Go - Bleu - Garantie 1 an + Support lazy 360 °",339.00 TND,/iku-a23-6.1-4g-2-go-32-go-bleu-garantie-1-an-support-lazy-360-703751.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/7307/1.jpg?7287,Iku,7
"Samsung A24 - 6.5"" - 4Go - 128GB - Noir - 1an garantie",999.00 TND,/samsung-a24-6.5-4go-128gb-noir-1an-garantie-743296.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/2347/1.jpg?8226,Samsung,7
"Oale A20 -Double SIM-5.5"" HD -2Go/16Go-Bleu",365.00 TND,/oale-a20-double-sim-5.5-hd-2go16go-bleu-674019.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/0476/1.jpg?2955,Oale,7
"XIAOMI Redmi A1+ - 6,52 ″ - 2Go - 32Go - Light green - Garantie 1 An",399.00 TND,/xiaomi-redmi-a1-652-2go-32go-light-green-garantie-1-an-656097.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/0656/1.jpg?8928,XIAOMI,7
"Samsung Galaxy A04 6,5"" 3- 32 Go - COPPER + INKAX T03 - Garantie 1 an",574.90 TND,/samsung-galaxy-a04-65-3-32-go-copper-inkax-t03-garantie-1-an-725026.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/0527/1.jpg?8148,Samsung,7
