smartphoneName,smartphonePrice,smartphoneLink,smartphoneImg,smartphoneBrand,smartphonePage
"XIAOMI Redmi 10C - 6.71"" - 4GB - 128GB - Gris Graphite - Garantie 1 an",643.90 TND,/xiaomi-redmi-10c-6.71-4gb-128gb-gris-graphite-garantie-1-an-653905.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/9356/1.jpg?0684,XIAOMI,3
"Oppo A17k 6.56"" 3 - 64 Gb Navy Blue -5000 mAh - Garantie 1 An",474.90 TND,/oppo-a17k-6.56-3-64-gb-navy-blue-5000-mah-garantie-1-an-685361.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/3586/1.jpg?5145,Oppo,3
XIAOMI SMARTPHONE REDMI NOTE 12 - 4GO - 128GO -GRIS -Garantie 1 an,769.00 TND,/xiaomi-smartphone-redmi-note-12-4go-128go-gris-garantie-1-an-738678.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/6837/1.jpg?1468,XIAOMI,3
"XIAOMI Redmi 10C - 6.71""- 4Go - 128Go - Vert - Garantie 1 an",643.90 TND,/xiaomi-redmi-10c-6.71-4go-128go-vert-garantie-1-an-733379.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/3337/1.jpg?5754,XIAOMI,3
"Iku X5 - 6.95"" - 3 Go - 32 Go - 5500mAh -  Vert  - Garantie 1 an",359.00 TND,/iku-x5-6.95-3-go-32-go-5500mah-vert-garantie-1-an-696860.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/8696/1.jpg?7209,Iku,3
"Oppo A17 6.56"" 4 - 64 Gb Noir -5000 mAh et Pochette + Anticasse Gratuite - Garantie 1 An",589.00 TND,/oppo-a17-6.56-4-64-gb-noir-5000-mah-et-pochette-anticasse-gratuite-garantie-1-an-693209.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/2396/1.jpg?4168,Oppo,3
XIAOMI Redmi - Smartphone - A1 Plus - 2GB - 32GB - Vert - Garantie 1 an,349.00 TND,/xiaomi-redmi-smartphone-a1-plus-2gb-32gb-vert-garantie-1-an-732878.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/8237/1.jpg?1308,XIAOMI,3
"Nokia C2 2eme Edition - 6.51"" - 4G - 2Go - 32Go + Pochette et Anticasse - Gris - Garantie 1 An -",299.00 TND,/nokia-c2-2eme-edition-6.51-4g-2go-32go-pochette-et-anticasse-gris-garantie-1-an-708863.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/8807/1.jpg?9905,Nokia,3
Smart M20 2Go- 64Go - Vert - Garantie 1 an,309.00 TND,/smart-m20-2go-64go-vert-garantie-1-an-725031.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/0527/1.jpg?1211,Smart,3
"Samsung Galaxy A03 Core - 6.5"" - 2Go -32Go +Anticasse - Bronze - Garantie 1an",399.00 TND,/samsung-galaxy-a03-core-6.5-2go-32go-anticasse-bronze-garantie-1an-696362.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/3696/1.jpg?4717,Samsung,3
"Infinix Hot 20i - 6,6"" HD+ IPS - 4GO - 128GO - Vert  - Garantie 1 an",459.00 TND,/infinix-hot-20i-66-hd-ips-4go-128go-vert-garantie-1-an-711090.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/0117/1.jpg?2186,Infinix,3
"XIAOMI Redmi 12C - 6.71"" - 4 Go - 128 Go - Gris - Garantie 1 an",589.00 TND,/xiaomi-redmi-12c-6.71-4-go-128-go-gris-garantie-1-an-728090.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/0827/1.jpg?4854,XIAOMI,3
"XIAOMI Redmi 10 2022 - 6.5"" - 6 Go - 128 Go - Blanc- Garantie 1 an",779.00 TND,/xiaomi-redmi-10-2022-6.5-6-go-128-go-blanc-garantie-1-an-701461.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/4107/1.jpg?5726,XIAOMI,3
"Infinix Smartphone SMART 6 PLUS - 2G -64G - 6,82"" - TRANQUIL SEA BLUE - X6823 - Garantie 1an",368.99 TND,/infinix-smartphone-smart-6-plus-2g-64g-682-tranquil-sea-blue-x6823-garantie-1an-697035.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/0796/1.jpg?1048,Infinix,3
"XIAOMI Redmi A1+ - 6,52 ″ - 2Go - 32Go + Anticasse - Black - Garantie 1 An",379.00 TND,/xiaomi-redmi-a1-652-2go-32go-anticasse-black-garantie-1-an-677639.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/6776/1.jpg?8347,XIAOMI,3
"Infinix Hot  20i - 6,6"" HD+ IPS - 6GB - 128GB - Bleu- Garantie 1 an",539.00 TND,/infinix-hot-20i-66-hd-ips-6gb-128gb-bleu-garantie-1-an-744295.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/2447/1.jpg?4366,Infinix,3
"Infinix HOT 20 - 6,82"" -50MP - 90Hz - 11gb Ram -128GB + Anticasse et Pochette - Violet - Garantie 1An",666.00 TND,/infinix-hot-20-682-50mp-90hz-11gb-ram-128gb-anticasse-et-pochette-violet-garantie-1an-711810.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/8117/1.jpg?6735,Infinix,3
"Oppo A96 - 6.59"" - 8G+256G Snapdragon 680 - Starry Black - Garantie 1An",999.00 TND,/oppo-a96-6.59-8g256g-snapdragon-680-starry-black-garantie-1an-592253.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/2295/1.jpg?3747,Oppo,3
"Schneider Wave 3 - 6.52"" - 4Go - 32 Go - Mint Green - Garantie 1an + Pochette + Anticasse",399.00 TND,/wave-3-6.52-4go-32-go-mint-green-garantie-1an-pochette-anticasse-schneider-mpg32377.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/1374/1.jpg?6066,Schneider,3
Itel Smartphone ITEL A33 Plus 2/32 Double SIM Bleu,249.00 TND,/itel-smartphone-itel-a33-plus-232-double-sim-bleu-717279.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/2717/1.jpg?3285,Itel,3
"Infinix Smart 7 - 6,6"" - 7GB (4+3) Ram - 64 GB - Noir- Garantie 1 an",419.00 TND,/infinix-smart-7-66-7gb-43-ram-64-gb-noir-garantie-1-an-718069.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/0817/1.jpg?1548,Infinix,3
"XIAOMI Redmi 10 2022 - 6.5""- 50MP Camera - 6Go - 128Go et Pochette + Anticasse - Sea Blue - Garantie 1 an",849.00 TND,/xiaomi-redmi-10-2022-6.5-50mp-camera-6go-128go-et-pochette-anticasse-sea-blue-garantie-1-an-700452.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/4007/1.jpg?3189,XIAOMI,3
"Samsung Galaxy A04e  6.5"" HD+ 3G+4G Ram Plus 64G - Bleu - Garantie 1 an",489.00 TND,/samsung-galaxy-a04e-6.5-hd-3g4g-ram-plus-64g-bleu-garantie-1-an-717234.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/2717/1.jpg?9669,Samsung,3
"XIAOMI Note 11 Pro - 6,67"" Amoled 120hz - 8 Go - 128 Go - Noir- Garantie 1 an","1,189.00 TND",/xiaomi-note-11-pro-667-amoled-120hz-8-go-128-go-noir-garantie-1-an-557054.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/0755/1.jpg?9310,XIAOMI,3
"Itel P38 - 6.52"" - 2Go - 32Go - 6.5"" -5000mAH + Pochette et Anticasse - Green- Garantie 1 An",299.00 TND,/itel-p38-6.52-2go-32go-6.5-5000mah-pochette-et-anticasse-green-garantie-1-an-742017.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/0247/1.jpg?2125,Itel,3
"XIAOMI Redmi 12C - 6.71""- 4Go - 128Go - 5000 mAh - Graphite Gray - Garantie 1 an",579.00 TND,/xiaomi-redmi-12c-6.71-4go-128go-5000-mah-graphite-gray-garantie-1-an-727532.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/5727/1.jpg?2926,XIAOMI,3
"XIAOMI Smartphone Redmi A1 Plus - 2Go - 32Go - 6.52"" - Bleu - Garantie 1an",348.00 TND,/xiaomi-smartphone-redmi-a1-plus-2go-32go-6.52-bleu-garantie-1an-724861.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8427/1.jpg?9527,XIAOMI,3
"Nokia 150 black .2.40"" (240 * 320 pixels)  8MB",159.00 TND,/150-black-.2.40-240-320-pixels-8mb-nokia-mpg20792.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/1992/1.jpg?9864,Nokia,3
XIAOMI Note 11 - 4G - 128G - Bleu - Garantie 1 An,779.00 TND,/xiaomi-note-11-4g-128g-bleu-garantie-1-an-664551.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/5466/1.jpg?0146,XIAOMI,3
"Infinix Smart 7 - 6.62"" - 4 Go - 64 Go - Vert - Garantie 1 an",399.00 TND,/infinix-smart-7-6.62-4-go-64-go-vert-garantie-1-an-726398.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/3627/1.jpg?2808,Infinix,3
"Samsung Galaxy A04e 6.5"" HD+ 3G+4G Ram Plus 64G - Noir - Garantie 1 an",479.00 TND,/samsung-galaxy-a04e-6.5-hd-3g4g-ram-plus-64g-noir-garantie-1-an-724855.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/8427/1.jpg?7589,Samsung,3
"Apple iPhone 14 Pro Max - 6,7"" - 128 GB -Space Black - Garantie 12 mois","7,549.92 TND",/apple-iphone-14-pro-max-67-128-gb-space-black-garantie-12-mois-692673.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/6296/1.jpg?3831,Apple,3
"Samsung Galaxy A04e 6.5"" HD + 7Gb Ram(3+4) + 128GB - Black- Garantie 1 an",539.00 TND,/samsung-galaxy-a04e-6.5-hd-7gb-ram34-128gb-black-garantie-1-an-728859.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/8827/1.jpg?7988,Samsung,3
"Oukitel WP20 -Etanche+Robuste -5.93"" -4 Go-32 Go +Cadeau Kit+Glass - Noir+Orange- Garantie 1 An",549.99 TND,/oukitel-wp20-etancherobuste-5.93-4-go-32-go-cadeau-kitglass-noirorange-garantie-1-an-667950.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/9766/1.jpg?6959,Oukitel,3
Oppo A77 - 8Gb Ram(4+4) + 128gb - 33W charge - 50Mp - Blue- Garantie 1An,799.00 TND,/oppo-a77-8gb-ram44-128gb-33w-charge-50mp-blue-garantie-1an-730154.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/1037/1.jpg?8228,Oppo,3
XIAOMI Smartphone Redmi Note 10 Pro  - 8G -  256 Go - Gris - Garantie 1 an,"1,249.00 TND",/xiaomi-smartphone-redmi-note-10-pro-8g-256-go-gris-garantie-1-an-739232.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/2937/1.jpg?5229,XIAOMI,3
"Tecno Spark Go 2023 -6.56""- 4Gb (UP to 7Gb) Ram -64Go + C Mémoire 64gb - Black- Garantie 1an",399.00 TND,/tecno-spark-go-2023-6.56-4gb-up-to-7gb-ram-64go-c-memoire-64gb-black-garantie-1an-734643.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/6437/1.jpg?0249,Tecno,3
"Nokia C12 - 6.3"" - 2Go -64Go - Vert- Garantie 1 an",345.00 TND,/nokia-c12-6.3-2go-64go-vert-garantie-1-an-727442.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/4727/1.jpg?7587,Nokia,3
Samsung Galaxy A04 4 - 64 Go - blanc- Garantie 1 an,589.00 TND,/samsung-galaxy-a04-4-64-go-blanc-garantie-1-an-707633.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/6707/1.jpg?4222,Samsung,3
"Infinix SMART 6 HD - 6.6""  - 4G/DS - 2/32 GB - X6512 - AQUA SKY",368.00 TND,/infinix-smart-6-hd-6.6-4gds-232-gb-x6512-aqua-sky-703039.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/0307/1.jpg?7826,Infinix,3
"Oppo Reno 8T 5G - 6.7"" - 8G - 256GB - Noir - Garantie 1An","1,750.00 TND",/oppo-reno-8t-5g-6.7-8g-256gb-noir-garantie-1an-724825.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/8427/1.jpg?6667,Oppo,4
"Infinix Hot 20 - 6,82"" HD IPS LCD 90HZ- 4GO (Up to 7GB RAM) - 128GO - Sonic Black - Garantie 1an",649.00 TND,/infinix-hot-20-682-hd-ips-lcd-90hz-4go-up-to-7gb-ram-128go-sonic-black-garantie-1an-688960.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/9886/1.jpg?7107,Infinix,4
"XIAOMI Redmi A1+ - 6,52 ″ - 2Go - 32Go - Light green - Garantie 1 An",349.00 TND,/xiaomi-redmi-a1-652-2go-32go-light-green-garantie-1-an-689079.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/0986/1.jpg?2660,XIAOMI,4
"Apple iPhone 14 - 6,1"" - 128 GB - Starlight - Garantie 12 mois","5,352.76 TND",/apple-iphone-14-61-128-gb-starlight-garantie-12-mois-692711.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/7296/1.jpg?8373,Apple,4
"Schneider Wave 3 - 6.52"" - 4Go - 32 Go - Mint Green - Garantie 1an",398.00 TND,/schneider-wave-3-6.52-4go-32-go-mint-green-garantie-1an-622110.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/1226/1.jpg?4510,Schneider,4
"Oppo Reno 8T - 4G - 6.4"" - Amoled FHD+ 90hz - 8 GO - 256 GO - Orange - Garantie 1an","1,299.00 TND",/oppo-reno-8t-4g-6.4-amoled-fhd-90hz-8-go-256-go-orange-garantie-1an-725039.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/0527/1.jpg?5228,Oppo,4
Evertek Pokito - Double SIM - Noir,55.00 TND,/evertek-pokito-double-sim-noir-727145.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/1727/1.jpg?4089,Evertek,4
"XIAOMI Note 12 - 4G -6.67""- 6Go-128Go-Vert- Garantie 1an",779.00 TND,/xiaomi-note-12-4g-6.67-6go-128go-vert-garantie-1an-738716.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/7837/1.jpg?8512,XIAOMI,4
"Infinix SMART 6 HD - 6.6""  - 4G/DS - 2/32 GB - X6512 - Force Black",368.00 TND,/infinix-smart-6-hd-6.6-4gds-232-gb-x6512-force-black-703037.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/0307/1.jpg?7826,Infinix,4
Smart M50 -6.8- 4Go-128Go - Blue- Garantie 1 an,419.00 TND,/smart-m50-6.8-4go-128go-blue-garantie-1-an-718015.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/0817/1.jpg?1008,Smart,4
"Oppo A17k 6.56"" 3 - 64 Gb Navy Blue -5000 mAh - Garantie 1 An",474.90 TND,/oppo-a17k-6.56-3-64-gb-navy-blue-5000-mah-garantie-1-an-703307.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/3307/1.jpg?1666,Oppo,4
"XIAOMI Redmi10C - 6.71""- 4Go - 64Go  - Graphite Gray - Garantie 1 an",699.00 TND,/redmi-10c-6.71-4gb-64gb-gris-graphite-garantie-1-an-xiaomi-mpg33910.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/4555/1.jpg?7146,XIAOMI,4
"XIAOMI 12C - 6.72"" - 3 Go - 32 Go - Gris - Garantie 1 an",409.00 TND,/xiaomi-12c-6.72-3-go-32-go-gris-garantie-1-an-733538.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/5337/1.jpg?0527,XIAOMI,4
Benco Y11 - 3G - DS - 1Gb- 32G Et Pochette + Anticasse - Blue - Garantie 1an,199.00 TND,/benco-y11-3g-ds-1gb-32g-et-pochette-anticasse-blue-garantie-1an-712341.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/3217/1.jpg?8971,Benco,4
"XIAOMI Redmi Note 12s - 6,43"" 90hz- 8 Go -256 Go -Pearl Green- Garantie 1 an","1,039.00 TND",/xiaomi-redmi-note-12s-643-90hz-8-go-256-go-pearl-green-garantie-1-an-743247.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/2347/1.jpg?3485,XIAOMI,4
"Iku A12 - 6.5"" - 4 Go - 64 Go - Bleu - Garantie 1 an",389.00 TND,/iku-a12-6.5-4-go-64-go-bleu-garantie-1-an-663404.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/4366/1.jpg?2266,Iku,4
"Iku A23 - 6.1"" - 4G  - 2 Go - 32 Go - Rouge - Garantie 1 an",299.00 TND,/iku-a23-6.1-4g-2-go-32-go-rouge-garantie-1-an-614504.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/5416/1.jpg?3514,Iku,4
"Iku A23 - 6.1""- 4G - 2 Go - 32 Go - Gris - Garantie 1 an",299.00 TND,/iku-a23-6.1-4g-2-go-32-go-gris-garantie-1-an-614509.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/5416/1.jpg?3513,Iku,4
"Infinix Hot 11 - 6.6"" - 4 Go - 128 Go et Pochette + Anticasse - Purple - Garantie 1 an",579.00 TND,/infinix-hot-11-6.6-4-go-128-go-et-pochette-anticasse-purple-garantie-1-an-698627.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/6896/1.jpg?2746,Infinix,4
"Samsung Galaxy A14 - 6.6"" - 7Gb Ram(3+4)- 128 GB - 5000mAh - Noir-1an Garantie",777.00 TND,/samsung-galaxy-a14-6.6-7gb-ram34-128-gb-5000mah-noir-1an-garantie-728856.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/8827/1.jpg?7991,Samsung,4
"Samsung Galaxy A04e 6.5"" HD + 7Gb Ram(3+4) + 128GB - Gold- Garantie 1 an",539.00 TND,/samsung-galaxy-a04e-6.5-hd-7gb-ram34-128gb-gold-garantie-1-an-728860.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/8827/1.jpg?7988,Samsung,4
"Lenovo K13 Note  - 6.5"" - 4Go - 128Go - Rose- Garantie 1 an",499.00 TND,/k13-note-6.5-4go-128go-rose-garantie-1-an-lenovo-mpg31755.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/3206/1.jpg?8202,Lenovo,4
Apple Iphone 14 Pro Max -6G - 256GO - Deep Purple -Garantie 1an,"6,900.00 TND",/apple-iphone-14-pro-max-6g-256go-deep-purple-garantie-1an-739240.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/2937/1.jpg?5849,Apple,4
Samsung Galaxy A04 4 - 64 Go - Noir- Garantie 1 an,579.00 TND,/samsung-galaxy-a04-4-64-go-noir-garantie-1-an-707628.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/6707/1.jpg?4221,Samsung,4
"Apple iPhone 14 Pro - 6,1"" - 128 GB - Deep Purple  - Garantie 12 mois","6,987.40 TND",/apple-iphone-14-pro-61-128-gb-deep-purple-garantie-12-mois-692987.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/9296/1.jpg?3828,Apple,4
"Infinix SMART 6 PLUS - 6,82"" - 4G/DS - 2/64 GB - X6823 - Miracle Black",428.00 TND,/infinix-smart-6-plus-682-4gds-264-gb-x6823-miracle-black-703040.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/0307/1.jpg?8126,Infinix,4
"Apple iPhone 14 Pro - 6,1"" -  6G - 256  GB - Deep Purple   - Garantie 1AN","7,199.00 TND",/apple-iphone-14-pro-61-6g-256-gb-deep-purple-garantie-1an-739331.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/3937/1.jpg?6090,Apple,4
Benco - Y11 - 3G - DS - 1Gb- 32G Et Pochette + Anticasse - Blue - Garantie 1an,199.00 TND,/benco-y11-3g-ds-1gb-32g-et-pochette-anticasse-blue-garantie-1an-551790.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/7155/1.jpg?5606,Benco,4
"Samsung Galaxy A14 - 6.6"" - 6Gb - 128gb - 5000mAh - BLACK - 1an Garantie",888.00 TND,/samsung-galaxy-a14-6.6-6gb-128gb-5000mah-black-1an-garantie-742993.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/9247/1.jpg?9866,Samsung,4
"Oppo Reno 8T 5G - 6.7"" - 8G - 256GB - Gold- Garantie 1An","1,750.00 TND",/oppo-reno-8t-5g-6.7-8g-256gb-gold-garantie-1an-724826.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/8427/1.jpg?6667,Oppo,4
"Smart E2 - 6.55"" - 2Go - 32Go - Bleu  - Garantie 1 an",299.00 TND,/smart-e2-6.55-2go-32go-bleu-garantie-1-an-667907.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/9766/1.jpg?2992,Smart,4
"Huawei Nova Y90 - 6.7"" - 6Go - 128Go - Blue - Garantie 1an","1,079.00 TND",/huawei-nova-y90-6.7-6go-128go-blue-garantie-1an-664168.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/1466/1.jpg?5267,Huawei,4
Ila E3 - 2Go - 16Go - Gold - Garantie 1 an,210.00 TND,/ila-e3-2go-16go-gold-garantie-1-an-740784.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/7047/1.jpg?4786,Ila,4
"Iku A7 - 6"" - 2 Go - 16 Go - Sky Blue - Garantie 1 an",279.00 TND,/iku-a7-6-2-go-16-go-sky-blue-garantie-1-an-614371.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/3416/1.jpg?3400,Iku,4
Evertek M20S PRO - 2Go - 16Go - Rouge - Garantie 1 an,309.00 TND,/evertek-m20s-pro-2go-16go-rouge-garantie-1-an-726976.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/9627/1.jpg?9228,Evertek,4
"XIAOMI Redmi Note 12 - 6,67"" Amoled 120hz - 8 Go -128 Go - Gris Onyx- Garantie 1 an",899.00 TND,/xiaomi-redmi-note-12-667-amoled-120hz-8-go-128-go-gris-onyx-garantie-1-an-739569.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/5937/1.jpg?6638,XIAOMI,4
Apple iPhone 11 - 4G RAM -128 Go ROM  - Noir - Garantie 1 an,"2,690.00 TND",/apple-iphone-11-4g-ram-128-go-rom-noir-garantie-1-an-734194.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/1437/1.jpg?8926,Apple,4
"Oukitel WP20 -Etanche+Robuste -5.93"" -4 Go-32 Go + Cadeau Kit+Glass- Noir-Gris  - Garantie 1 An",545.00 TND,/oukitel-wp20-etancherobuste-5.93-4-go-32-go-cadeau-kitglass-noir-gris-garantie-1-an-667949.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/9766/1.jpg?4666,Oukitel,4
"Iku A23 - 6.1""- 4G - 2 Go - 32 Go - Bleu - Garantie 1 an",299.00 TND,/iku-a23-6.1-4g-2-go-32-go-bleu-garantie-1-an-614499.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/4416/1.jpg?3513,Iku,4
Evertek Pokito - White Black - Double SIM,55.00 TND,/evertek-pokito-white-black-double-sim-727146.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/1727/1.jpg?4089,Evertek,4
"Apple iPhone 14 Pro - 6,1"" - 128 GB - Or - Garantie 12 mois","6,987.40 TND",/apple-iphone-14-pro-61-128-gb-or-garantie-12-mois-693648.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/6396/1.jpg?3777,Apple,5
"XIAOMI Redmi A1+ - 6,52 ″ - 2Go - 32Go - Light green - Garantie 1 An",348.00 TND,/xiaomi-redmi-a1-652-2go-32go-light-green-garantie-1-an-696025.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/0696/1.jpg?0488,XIAOMI,5
"Oukitel WP20 - Etanche + Robuste - 5.93"" -4 Go-32 Go -6300 Mah + Cadeau Kit - Noir-Gris  - Garantie 1 An",549.99 TND,/oukitel-wp20-etanche-robuste-5.93-4-go-32-go-6300-mah-cadeau-kit-noir-gris-garantie-1-an-662013.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/0266/1.jpg?5507,Oukitel,5
Itel A58 Pro - 4G - 6.6HD - 2gb - 64gb - Bleu - Garantie 1An,349.00 TND,/itel-a58-pro-4g-6.6hd-2gb-64gb-bleu-garantie-1an-700733.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/7007/1.jpg?6526,Itel,5
"XIAOMI Redmi 10 2022 - 6.5"" - 6 Go - 128 Go - Bleu - Garantie 1 an",779.00 TND,/xiaomi-redmi-10-2022-6.5-6-go-128-go-bleu-garantie-1-an-701441.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/4107/1.jpg?5185,XIAOMI,5
Apple iPhone 12 -4G RAM - 128GB ROM - Noir - Garantie 1 an,"2,999.00 TND",/apple-iphone-12-4g-ram-128gb-rom-noir-garantie-1-an-734196.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/1437/1.jpg?5510,Apple,5
"XIAOMI Redmi Note 12 Pro + 5G 6,67"" 120hz - 8 Go -256Go - Sky Blue Garantie 1 an","1,679.00 TND",/xiaomi-redmi-note-12-pro-5g-667-120hz-8-go-256go-sky-blue-garantie-1-an-740221.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/2047/1.jpg?1407,XIAOMI,5
"Samsung Galaxy A13 - 6.5"" - 4 Go - 128 Go - white - Garantie 1 an",839.99 TND,/samsung-galaxy-a13-6.5-4-go-128-go-white-garantie-1-an-632169.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/1236/1.jpg?3280,Samsung,5
"Apple iPhone 14 Pro Max - 6,7"" - 256 GB - Silver - Garantie 12 mois","8,226.12 TND",/apple-iphone-14-pro-max-67-256-gb-silver-garantie-12-mois-692669.html,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/6296/1.jpg?3190,Apple,5
